Open,High,Low,Close,Adj Close,Volume
47.5925,47.5925,47.5,47.5,47.5,0
47.45,47.675,47.415,47.5625,47.5625,0
47.615,47.6625,47.5125,47.5525,47.5525,0
47.5625,47.625,47.54,47.55,47.55,0
47.575,48.035,47.535,48.035,48.035,0
48.0,48.25,47.855,47.905,47.905,0
47.8849983215332,47.99250030517578,46.8125,47.17747497558594,47.17747497558594,12990484
47.17250061035156,47.625,47.13999938964844,47.591251373291016,47.591251373291016,5123351
47.59225082397461,47.73749923706055,47.502498626708984,47.63999938964844,47.63999938964844,3149016
47.64500045776367,47.665000915527344,47.04999923706055,47.1546516418457,47.1546516418457,4477710
47.150001525878906,47.29249954223633,46.79999923706055,46.9275016784668,46.9275016784668,5370958
46.92250061035156,47.099998474121094,46.650001525878906,46.970001220703125,46.970001220703125,6286108
46.974998474121094,47.20000076293945,46.915000915527344,47.189998626708984,47.189998626708984,4256092
47.185,47.32,47.1325,47.295,47.295,0
47.29,47.2975,47.185,47.225,47.225,0
47.225,47.3275,47.225,47.285,47.285,0
47.275,47.29,47.085,47.29,47.29,0
47.445,47.4625,47.0,47.17,47.17,0
47.1625,47.25,47.1625,47.2475,47.2475,0
47.335,47.4875,47.335,47.4625,47.4625,0
47.4925,47.805,47.4925,47.725,47.725,0
47.7025,47.8725,47.5425,47.849976,47.849976,0
47.8475,48.0325,47.725,47.875,47.875,0
47.900001525878906,48.217525482177734,47.54750061035156,47.98249816894531,47.98249816894531,12010637
47.9900016784668,48.10749816894531,47.77000045776367,47.90999984741211,47.90999984741211,5257964
47.907501220703125,47.98249816894531,47.682498931884766,47.692501068115234,47.692501068115234,4546773
47.692501068115234,47.77000045776367,47.54249954223633,47.626399993896484,47.626399993896484,3249701
47.627498626708984,47.63249969482422,47.03499984741211,47.03499984741211,47.03499984741211,6256872
47.040000915527344,47.07749938964844,46.38249969482422,46.396873474121094,46.396873474121094,6991728
46.39500045776367,46.6974983215332,46.150001525878906,46.6974983215332,46.6974983215332,6439305
46.6975,47.33905,46.62,46.89,46.89,0
46.84,47.1375,46.84,47.0,47.0,0
46.6975,47.1475,46.6975,47.0,47.0,0
46.97,47.045,46.88,46.97,46.97,0
46.9625,47.22,46.9625,47.065,47.065,0
47.1,47.1,46.8375,46.875,46.875,0
46.95,47.0,46.875,46.96,46.96,0
46.9925,47.1475,46.8125,47.1075,47.1075,0
47.0875,47.225,47.065,47.2,47.2,0
47.1775016784668,47.412498474121094,47.04999923706055,47.37412643432617,47.37412643432617,8512859
47.369998931884766,47.4375,46.8224983215332,46.852500915527344,46.852500915527344,4873870
46.84000015258789,47.095001220703125,46.63999938964844,47.0724983215332,47.0724983215332,3994484
47.06909942626953,47.2599983215332,46.90999984741211,47.22999954223633,47.22999954223633,2656625
47.23749923706055,47.337501525878906,47.17250061035156,47.217498779296875,47.217498779296875,2165928
47.217498779296875,47.26002502441406,47.0244255065918,47.138423919677734,47.138423919677734,2390104
47.13999938964844,47.21500015258789,47.0525016784668,47.125,47.125,2453754
47.1175,47.205,47.1076,47.1375,47.1375,0
47.1175,47.1375,47.1,47.1125,47.1125,0
47.1125,47.125,47.0,47.0125,47.0125,0
47.0375,47.055,47.0,47.045,47.045,0
47.1175,47.1175,47.1175,47.1175,47.1175,0
47.1,47.1225,47.07,47.1225,47.1225,0
47.195,47.195,47.0125,47.0125,47.0125,0
