Open,High,Low,Close,Adj Close,Volume
58.255,58.8375,58.0,58.4475,58.4475,0
58.3925,58.6,57.925,58.55,58.55,0
58.5725,59.4325,58.45,59.2225,59.2225,0
59.25,59.5,58.0,58.3075,58.3075,0
58.25,58.62,57.8075,58.175,58.175,0
58.2125,58.9375,57.975,58.892525,58.892525,0
59.09000015258789,60.86000061035156,58.6150016784668,60.43450164794922,60.43450164794922,18455619
60.435001373291016,60.66749954223633,59.76250076293945,60.17250061035156,60.17250061035156,8505862
60.1775016784668,60.64500045776367,59.95000076293945,60.64500045776367,60.64500045776367,6452305
60.63874816894531,60.77000045776367,59.715599060058594,60.02854919433594,60.02854919433594,7005475
60.02750015258789,60.29750061035156,59.13502502441406,59.86837387084961,59.86837387084961,5854144
59.86750030517578,61.125,59.650001525878906,60.911251068115234,60.911251068115234,8967083
60.91999816894531,61.92250061035156,60.779998779296875,61.720001220703125,61.720001220703125,9310990
61.65,62.0,60.19485,62.0,62.0,0
61.9225,61.99,61.525,61.75,61.75,0
61.75,62.25,61.625,62.1375,62.1375,0
62.125,62.225,61.425,61.425,61.425,0
63.75,63.965,63.0075,63.75,63.75,0
63.775,64.95,63.6475,64.75,64.75,0
64.7375,64.975,63.5025,63.5525,63.5525,0
63.5525,63.7125,61.8275,62.45,62.45,0
62.48,62.875,61.625,62.255,62.255,0
62.255,62.925,62.1625,62.8325,62.8325,0
62.6875,64.5625,61.07500076293945,61.9765510559082,61.9765510559082,20152701
61.97252655029297,63.75,61.837501525878906,63.459999084472656,63.459999084472656,9810300
63.470001220703125,63.942501068115234,62.814998626708984,63.60749816894531,63.60749816894531,7066663
63.602500915527344,63.95000076293945,63.349998474121094,63.73249816894531,63.73249816894531,6713957
63.73749923706055,64.32499694824219,63.17017364501953,63.76322555541992,63.76322555541992,7275148
63.75749969482422,64.2874984741211,63.349998474121094,63.82749938964844,63.82749938964844,7042942
63.837501525878906,64.20249938964844,61.227500915527344,61.36249923706055,61.36249923706055,10621863
61.365,62.9951,61.0875,61.5775,61.5775,0
61.5625,61.8,61.45,61.75,61.75,0
61.75,62.0675,61.66,61.95,61.95,0
61.945,61.995,61.455,61.88,61.88,0
60.8,61.0,60.5325,60.75,60.75,0
60.6275,61.1325,60.5,60.75,60.75,0
60.8675,61.125,60.7825,61.1,61.1,0
61.125,61.45,61.0,61.335,61.335,0
61.3275,61.4,60.1575,60.2475,60.2475,0
60.1625,62.4475,60.1,61.6625,61.6625,0
61.630001068115234,62.98749923706055,61.591251373291016,62.622501373291016,62.622501373291016,14906285
62.64374923706055,63.26234817504883,62.3125,63.217498779296875,63.217498779296875,7228973
63.20567321777344,63.744998931884766,63.07500076293945,63.557498931884766,63.557498931884766,6770738
63.584999084472656,63.73249816894531,62.860023498535156,63.01250076293945,63.01250076293945,5134957
62.994998931884766,63.39250183105469,62.540000915527344,63.33250045776367,63.33250045776367,5378415
63.33250045776367,63.588748931884766,62.647499084472656,63.2400016784668,63.2400016784668,6081713
63.2400016784668,64.66999816894531,62.65250015258789,64.62000274658203,64.62000274658203,9649039
64.615,64.62,63.170376,64.2525,64.2525,0
64.2525,64.61,64.18,64.4,64.4,0
64.35,64.55,60.92892,64.2625,64.2625,0
64.265,64.5,64.0525,64.4975,64.4975,0
63.61,63.685,63.4375,63.685,63.685,0
63.8,63.8,63.0275,63.1875,63.1875,0
63.25,63.28,62.83,62.975,62.975,0
62.9225,63.6125,62.825,63.5625,63.5625,0
63.55,63.61,62.825,62.825,62.825,0
62.84,63.44,62.815,62.8375,62.8375,0
63.1875,63.334999084472656,62.122474670410156,62.349998474121094,62.349998474121094,11642491
62.35749816894531,63.029998779296875,62.20750045776367,62.83137512207031,62.83137512207031,5175003
62.81999969482422,62.92250061035156,62.25,62.47999954223633,62.47999954223633,4224226
62.47249984741211,63.04999923706055,62.4275016784668,62.84772491455078,62.84772491455078,4444252
62.8650016784668,63.65999984741211,62.790000915527344,63.272499084472656,63.272499084472656,6024198
63.28132629394531,63.967498779296875,63.07500076293945,63.807498931884766,63.807498931884766,5767168
63.79249954223633,63.81999969482422,61.76250076293945,61.92250061035156,61.92250061035156,8476087
61.935,62.720074,61.75,61.895,61.895,0
61.9,61.9875,61.85,61.8775,61.8775,0
61.8775,62.0,61.825,61.8725,61.8725,0
61.87,61.8725,61.7775,61.79,61.79,0
61.75,61.75,61.38,61.55,61.55,0
61.525,62.025,61.525,61.7875,61.7875,0
61.95,62.4975,61.8875,62.0025,62.0025,0
62.04,62.2475,61.75,62.125,62.125,0
62.1,62.41,61.8275,62.15,62.15,0
62.22975,62.8475,61.935,62.8,62.8,0
62.685001373291016,63.378849029541016,62.349998474121094,62.717498779296875,62.717498779296875,10575748
62.72249984741211,63.275001525878906,62.717498779296875,63.272499084472656,63.272499084472656,4925310
