Date,close,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,20 period CCI,VIm,VIp,ema50,ema21,ema15,ema5,normVol
2021-02-02,266.81,57.971033481883325,1.2787990107873952,1.171497517292379,89.58260326120742,7096360883.911637,3.1405767347935307,2.6200000000000045,68.24937513641699,0.7895134481716436,64.50675888297285,0.9431405618614288,1.0543576228604736,1.0000150846872466,1.0063249528153844,1.0063531720678418,1.0006443774572122,0.0
2021-02-03,267.8,61.72219913019121,1.2858216721417648,1.1943623482622563,94.6380894941317,7096360883.911637,3.2120053062221023,1.8299987792968864,68.24937513641699,1.3127529981462671,81.93618166848077,0.9074899233300606,1.058041177910707,1.003652327565383,1.009597315105786,1.0094084407212272,1.0036284266806248,0.0
2021-02-03,268.48,64.0927950560148,1.3309155330645126,1.2216729852227077,98.11054468442315,7096360883.911637,3.184862449079245,0.8099865722656432,68.24937513641699,1.6238313335099817,88.61295029067699,0.9031131066082188,1.0807390778264838,1.0060784863919214,1.0116017121333247,1.0111645260346036,1.0051420800056219,0.0
2021-02-03,267.75,59.81040769663667,1.2928447342653726,1.2359073350312408,94.38276190661023,7096360883.911637,3.133433877650672,-0.739898681640625,68.24937513641699,0.6692479494406679,70.31325978905829,0.9033465665201098,1.0854835791390536,1.003277185378375,1.0084454331322266,1.0078497444622962,1.0020067675100024,0.0
2021-02-03,266.01,51.054144419427175,1.1094804932202464,1.210621966669042,85.49736186086454,7096360883.911637,3.1291481633649534,-1.785013427734384,68.24937513641699,-0.6201716084953068,12.078952751291759,0.9100622416274674,1.0611759371671035,0.9968206692455956,1.0018057971743488,1.0012133519978126,0.9962431183641666,0.0
2021-02-03,267.08,55.38017081069932,1.03853152381771,1.1762038780987758,90.96137223382303,7096360883.911637,2.974147291434148,0.08500488281248408,54.97532850850348,-0.5251216856066585,24.10896453445908,0.9827081582732603,1.0377061493233923,1.0008139924950312,1.00556874044087,1.004889553621019,1.0002086678218338,0.0
2021-02-03,265.68,49.247038918469535,0.8594286956668498,1.1128488416123907,83.81219978322322,7096360883.911637,2.9062911077008886,-2.240013427734368,44.63307806437112,-0.7897882042919793,-5.571484930638958,0.9953303571887931,0.9955757394226484,0.995654377789705,1.0002841401924092,0.9996472360030098,0.9958012261159908,0.0
2021-02-03,265.3500061035156,47.90046470059701,0.6829876084140665,1.0268765949727259,82.12706887350016,7100336529.033617,3.072727439313612,-1.649993896484375,16.531615333145524,-0.6161123031350713,-34.24074120976648,1.0074361324712655,0.9077135021619054,0.9945265602944086,0.9990852330750312,0.9985117364294058,0.995466199753474,4.504909958907505
2021-02-03,266.55999755859375,52.97757157735333,0.6334904896506259,0.9481993739083059,89.2631503898116,7102109362.268922,3.1464993247767814,-0.7600024414062432,31.29967317448805,-0.5076201108460529,-2.412389781100281,1.0137822181474456,0.932806805906831,0.9990799676502976,1.0034749673829007,1.0028600195064112,1.0000045903870907,1.5932036112186176
2021-02-03,268.54998779296875,59.898935468639905,0.7462370906304727,0.9078069172527392,98.82122291393344,7106133371.476424,3.211455989815844,1.3999877929687727,44.76125368234219,0.5805197726474719,66.69544222063203,0.9822069105682837,0.9682073626368392,1.0064095202382557,1.0104626729933115,1.0096503757204027,1.0062173212609724,1.371211026046247
2021-02-03,268.2550048828125,58.52378683173451,0.8025357955381196,0.8867526929098154,95.25900809382188,7105591106.55985,3.1928860435267814,1.4450048828124977,43.038956223960334,0.3497698948123997,104.51449769850163,0.9624160106394725,1.013870093228794,1.0051995097617574,1.0089238333388661,1.0079673872023296,1.0042564265343124,1.1614890773237434
2021-02-03,267.8800048828125,56.740414048432285,0.8075842304881462,0.8709190004254816,93.37767668055838,7106224024.566261,3.1928925830078083,0.08000488281248863,46.3796353864714,0.2732565535513842,55.32346116198619,0.9850111335857394,0.9854569447114897,1.003719642531647,1.007169466626496,1.0061184289809513,1.0023759977095483,0.9943256091011811
2021-02-03,266.7799987792969,51.75804294790686,0.7145865432826213,0.8396525089969095,87.85907391435705,7105184076.399695,3.0660994573102647,-1.7000012207031432,41.50931273682935,-0.011244413891206204,13.888412245388219,0.9909170564508488,1.0196851473799242,0.9996059081172725,1.0028953932540825,1.0018542556662926,0.9985494977364077,0.9938981834179259
2021-02-03,266.67999267578125,51.31685897006747,0.6256039761797751,0.7968428024334826,52.98484943377534,7104082232.163588,1.8294790213448624,-1.07000732421875,37.16288605562079,-0.4182252891033462,6.41137373281704,0.9750127359595961,1.6493916482130884,0.9992462555739136,1.002404648727274,1.0013799811622066,0.9984788522826622,1.0881217223922328
2021-02-03,267.0,52.70606118172349,0.5742865494564171,0.7523315518380695,58.9551176574412,7104236100.902485,1.8331361642020048,0.9900000000000091,35.44327734214029,-0.5512514898688983,-0.32393082234842535,0.9789120177693013,0.9676588594761998,1.0004365830560105,1.003442959809297,1.0024090830021621,0.9997308142212845,0.5498713448388315
2021-02-03,266.7,51.23015561855615,0.5036043883546881,0.7025861191413934,53.358119302880155,7104236100.902485,1.7617075927734334,-0.37999999999999545,35.44327734214029,-0.3921568627451023,-11.966308927497773,1.040545077810627,0.9606712745236906,0.9993259683722133,1.002210013396499,1.0011971595713864,0.9988393316086377,0.0
