Classifier type,Accuracy
DecisionTreeClassifier 1,0.546875
DecisionTreeClassifier 2,0.6171875
DecisionTreeClassifier 3,0.546875
RandomForestClassifier 4,0.640625
RandomForestClassifier 5,0.640625
GradientBoostingClassifier 1,0.6328125
GradientBoostingClassifier 2,0.53125
Classifier type,Accuracy
GradientBoostingClassifier 1,0.6328125
GradientBoostingClassifier 2,0.5
GradientBoostingClassifier 3,0.484375
GradientBoostingClassifier 4,0.453125
