Classifier type,Accuracy
DecisionTreeClassifier 1,0.404296875
DecisionTreeClassifier 2,0.38671875
DecisionTreeClassifier 3,0.369140625
RandomForestClassifier 4,0.40234375
RandomForestClassifier 5,0.484375
GradientBoostingClassifier 1,0.369140625
GradientBoostingClassifier 2,0.36328125
Classifier type,Accuracy
GradientBoostingClassifier 1,0.369140625
GradientBoostingClassifier 2,0.37109375
GradientBoostingClassifier 3,0.3515625
GradientBoostingClassifier 4,0.361328125
