Classifier type,Accuracy
DecisionTreeClassifier 1,0.3984375
DecisionTreeClassifier 2,0.31640625
DecisionTreeClassifier 3,0.3359375
RandomForestClassifier 4,0.44140625
RandomForestClassifier 5,0.44140625
GradientBoostingClassifier 1,0.234375
GradientBoostingClassifier 2,0.25390625
