Classifier type,Accuracy
DecisionTreeClassifier 1,0.4609375
DecisionTreeClassifier 2,0.4140625
DecisionTreeClassifier 3,0.5078125
RandomForestClassifier 4,0.640625
RandomForestClassifier 5,0.640625
GradientBoostingClassifier 1,0.609375
GradientBoostingClassifier 2,0.5390625
Classifier type,Accuracy
GradientBoostingClassifier 1,0.640625
GradientBoostingClassifier 2,0.59375
GradientBoostingClassifier 3,0.5859375
GradientBoostingClassifier 4,0.5390625
