Classifier type,Accuracy
DecisionTreeClassifier 1,0.390625
DecisionTreeClassifier 2,0.453125
DecisionTreeClassifier 3,0.8125
RandomForestClassifier 4,0.703125
RandomForestClassifier 5,0.703125
GradientBoostingClassifier 1,0.65625
GradientBoostingClassifier 2,0.65625
Classifier type,Accuracy
GradientBoostingClassifier 1,0.625
GradientBoostingClassifier 2,0.609375
GradientBoostingClassifier 3,0.5
GradientBoostingClassifier 4,0.546875
