Classifier type,Accuracy
DecisionTreeClassifier 1,0.5625
DecisionTreeClassifier 2,0.625
DecisionTreeClassifier 3,0.625
RandomForestClassifier 4,0.640625
RandomForestClassifier 5,0.640625
GradientBoostingClassifier 1,0.6875
GradientBoostingClassifier 2,0.46875
GradientBoostingClassifier 1,0.6875
GradientBoostingClassifier 2,0.4375
GradientBoostingClassifier 3,0.453125
GradientBoostingClassifier 4,0.484375
