Classifier type,Accuracy
DecisionTreeClassifier 1,0.509765625
DecisionTreeClassifier 2,0.53125
DecisionTreeClassifier 3,0.525390625
RandomForestClassifier 4,0.650390625
RandomForestClassifier 5,0.650390625
GradientBoostingClassifier 1,0.625
GradientBoostingClassifier 2,0.48046875
