Classifier type,Accuracy
DecisionTreeClassifier 1,0.59375
DecisionTreeClassifier 2,0.71875
DecisionTreeClassifier 3,0.78125
RandomForestClassifier 4,0.78125
RandomForestClassifier 5,0.78125
GradientBoostingClassifier 1,0.71875
GradientBoostingClassifier 2,0.1875
