Classifier type,Accuracy
DecisionTreeClassifier 1,0.59375
DecisionTreeClassifier 2,0.625
DecisionTreeClassifier 3,0.609375
RandomForestClassifier 4,0.671875
RandomForestClassifier 5,0.671875
GradientBoostingClassifier 1,0.671875
GradientBoostingClassifier 2,0.546875
Classifier type,Accuracy
GradientBoostingClassifier 1,0.671875
GradientBoostingClassifier 2,0.46875
GradientBoostingClassifier 3,0.421875
GradientBoostingClassifier 4,0.421875
