Classifier type,Accuracy
DecisionTreeClassifier 1,0.5234375
DecisionTreeClassifier 2,0.3515625
DecisionTreeClassifier 3,0.3671875
RandomForestClassifier 4,0.53125
RandomForestClassifier 5,0.53125
GradientBoostingClassifier 1,0.4375
GradientBoostingClassifier 2,0.34375
