Classifier type,Accuracy
DecisionTreeClassifier 1,0.390625
DecisionTreeClassifier 2,0.1953125
DecisionTreeClassifier 3,0.3515625
RandomForestClassifier 4,0.421875
RandomForestClassifier 5,0.421875
GradientBoostingClassifier 1,0.4296875
GradientBoostingClassifier 2,0.4140625
Classifier type,Accuracy
GradientBoostingClassifier 1,0.53125
GradientBoostingClassifier 2,0.5078125
GradientBoostingClassifier 3,0.484375
GradientBoostingClassifier 4,0.3984375
