Classifier type,Accuracy
DecisionTreeClassifier 1,0.609375
DecisionTreeClassifier 2,0.828125
DecisionTreeClassifier 3,0.671875
RandomForestClassifier 4,0.796875
RandomForestClassifier 5,0.796875
GradientBoostingClassifier 1,0.640625
GradientBoostingClassifier 2,0.296875
