Classifier type,Accuracy
DecisionTreeClassifier 1,0.48046875
DecisionTreeClassifier 2,0.45703125
DecisionTreeClassifier 3,0.4609375
RandomForestClassifier 4,0.58984375
RandomForestClassifier 5,0.58984375
GradientBoostingClassifier 1,0.57421875
GradientBoostingClassifier 2,0.41015625
Classifier type,Accuracy
GradientBoostingClassifier 1,0.47265625
GradientBoostingClassifier 2,0.25390625
GradientBoostingClassifier 3,0.3046875
GradientBoostingClassifier 4,0.3125
