Classifier type,Accuracy
DecisionTreeClassifier 1,0.671875
DecisionTreeClassifier 2,0.5625
DecisionTreeClassifier 3,0.765625
RandomForestClassifier 4,0.78125
RandomForestClassifier 5,0.78125
GradientBoostingClassifier 1,0.734375
GradientBoostingClassifier 2,0.34375
