Classifier type,Accuracy
DecisionTreeClassifier 1,0.390625
DecisionTreeClassifier 2,0.40625
DecisionTreeClassifier 3,0.3515625
RandomForestClassifier 4,0.421875
RandomForestClassifier 5,0.421875
GradientBoostingClassifier 1,0.3984375
GradientBoostingClassifier 2,0.421875
